Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Proportion with salary or wages,Count salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Count super total accounts balance,Population,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Median Sales Price
$'000s","Mean Sales Price
$'000s",Annual median salesprice change,Annual change in sales Count,"Sales
No.",No. 1 Bedroom rented,No. 2 Bedroom rented,No. 3 Bedroom rented,No. 4 or more Bedrooms rented,No. Bedsitter rented,No. Not Specified rented,No. Total rents,"Median Weekly Rent for New Bonds
$",Annual change in Median Weekly Rent,Annual change in New Bonds Lodged,"New Bonds Lodged
No.","Total Bonds Held
No.",sum of speeding fines paid in 2015($)
2193,0.2606216547824566,0.2606216547824566,0.7617074189730522,0.29193599185166624,0.5163029815994378,0.35721430442083724,0.09561081339407895,0.2121418819626411,0.2606216547824566,0.2606216547824566,-0.4047518370096636,-0.20566613487047372,0.701141517576532,0.5663687734049774,-0.39113076083700576,-0.8811796948716027,0.483776619135859,0.5178299416551235,-0.347202892764097,-0.858365987482701,0.45179137121773577,0.26628114683998977,0.2396517336448598,0.05446561098728697,0.19290324511346102,0.19343722309815464,0.11443373351053157,0.19428860118947847,0.03381797382704863,0.20168052018674526,0.11609319859798668,0.4044605885926595,0.2304903051980719,0.20157390036181944,0.1187148475729884,0.20523781320973694,0.03971157804222575,-0.11061560234969764,-0.1405109417152387,-0.3164291889311495,0.03158028397758272,-1.269295734341328,0.10928805762074373,-0.05429274306137499,0.49099866779374934,0.661335225536389,-0.27184198555740946,-0.4111862676767939,0.01984770052617457,0.854894584487427,0.34109680077810184,-0.022919174573661116,-1.1356773394169362,-0.29568329568280843,0.37192972529457097,0.34326788118038265,-0.3901573145632749
2194,0.7241046025728913,0.7241046025728913,0.48687006977347375,0.7198488927168679,-0.4564555338703405,0.4685881628183558,-0.5456023917691948,-0.7468529245552648,0.7241046025728913,0.7241046025728913,-0.9574818266594062,-1.4255969316732837,1.072761038279622,1.3654330360783475,-0.8685008182406939,-0.478634061309979,0.8666106670455345,1.2816955555062548,-0.7760317643365305,-0.8187380245859757,-0.6674853161862062,0.5811593906624215,0.7162480228662713,0.622816840266792,0.6957892759008292,0.6931500286389752,0.13364492764143418,0.6022858328635677,-0.14705393073171014,0.38107567501768386,-0.01960901127806464,0.10677608685213572,0.13644817642419957,0.381403519666015,-0.016214682969324025,0.5735448234878505,-0.14545623929090884,0.8929813689011407,1.015064685135295,-0.5028253788118856,-0.4483100621795904,0.31247444392992474,1.2360541784408692,0.6646180616133835,0.5606281707583688,2.654164758163425,0.016059171859868947,-0.16372023670783903,0.01984770052617457,2.772968967357317,1.5556389798820875,-0.6305934077229959,-1.8019693225363846,0.172014862606542,1.4871612853982321,1.5541681064475577,-0.026556232614795786
2195,0.5464934199847665,0.5464934199847665,0.0746140459741039,0.48726809945413124,-1.915593307075009,-0.24677469688878265,-0.266507857961134,-0.4566921087039067,0.5464934199847665,0.5464934199847665,-0.8780964455956177,-1.0469977188724116,4.04571720390434,2.549038828096977,-0.9531353510750991,-0.36299668594119094,3.92928305032294,2.599846325978604,-0.8052113509006413,-0.2939538454160459,-1.2271236598881752,0.36902422388411155,0.5960619468073124,0.9364712531056889,0.5406260538983743,0.5299863230200471,-0.0045398072321453575,0.4004329575387084,-0.22092853028665455,0.09274919370623545,-0.1924810001845955,-0.16677183366618342,3.2161199387173154,0.09277698068278115,-0.13096572229210435,0.3555571249593649,-0.21679641464114713,1.4015839017892775,1.428811983339627,-1.0524551694858513,-1.034842707482802,-0.0017758242386782894,-0.14237970452019857,0.24525342555310772,0.07082063266242482,3.3869486071772954,0.008005992631413609,-0.3763318971177862,0.7158766504851731,2.409697303934989,1.7392325650954807,-1.2639440169208942,-1.7679096684472115,-0.3057200512726645,1.0916258254148004,1.7392216873038338,0.7055440182765244
2196,0.9258964368333454,0.9258964368333454,0.21203272057389386,0.8652677615345687,-0.21326590500289627,0.7441670688532415,-0.32544016988076435,-0.3668487368233257,0.9258964368333454,0.9258964368333454,-0.5946832160034007,-0.5211654788712005,1.8160000796858013,2.0041630339738634,-0.6101580911881244,0.17538447537743612,1.6322787628648863,2.031772981381734,-0.5086096609632136,-0.12307257188450181,-0.48093920161888254,0.8046928649094167,0.9167354152301099,1.2815697173570066,0.9137023303307474,0.9094665154148918,0.36589325130105166,0.856556083557525,0.0423276640454601,0.7308782514715982,0.26679665324967217,0.4929613864074098,0.5014336810808406,0.7309922995933711,0.27231386286048737,0.8168875866488036,0.04359539530994672,1.5291597879652314,1.4498886854372863,-0.26146620986375296,-0.3587305308969181,-0.04516602863015905,-0.7015636365296893,-0.15414146593286923,-0.12366177216978826,0.7702129593631577,0.3905320059830422,0.5159399891928117,-0.18896098446152498,1.1745736482990752,0.6060364668245062,-0.42860591614096377,-0.11601644512231707,-0.3492370791586097,0.45520034844897767,0.6048856153374998,1.8976204892728472
2197,-0.5256791300548116,-0.5256791300548116,0.3494513951736838,-0.5069738181898419,0.029923723864548644,-0.5237814729031237,-0.3332236827758099,-0.37483481432382176,-0.5256791300548116,-0.5256791300548116,-0.44333164836776645,-0.23931939823055126,1.072761038279622,-0.3278532236487452,-0.28826669191058124,0.5471013500307313,0.8666106670455345,-0.3342800752401817,-0.20168789415042127,-0.11642973417349005,-0.29439308705155887,-0.5384076984840024,-0.5236893883685457,-0.4024950661637175,-0.5297973501773849,-0.5293639379717564,-0.6261917286429093,-0.5277530811608726,-0.6288341021091495,-0.5396277148060311,-0.6315323789314657,-0.4885929166289118,-0.5353198666901139,-0.5395039607907703,-0.6309129805261103,-0.5335165699453349,-0.6268521443250156,-0.25179958305108674,-0.25443138458534015,-0.09418757791950258,-0.31820645722142343,0.06199462767001307,-0.6056835380499646,-0.573506101993145,-0.46220521761845546,-0.5864770048378141,-0.44498533896919923,-0.03475906563951044,-0.2585638794574248,-0.36569820461159397,-0.5514504750285482,0.6329695869335309,1.8605078562400086,0.4264747001887806,-0.5470210802308458,-0.5503572733973295,0.012402845662796013
2198,-0.4851734698930416,-0.4851734698930416,0.0746140459741039,-0.4801547645144462,0.7594926104668828,-0.39027562982404695,-0.43107355917066786,-0.44737501828666126,-0.4851734698930416,-0.4851734698930416,-0.3394629254805665,-0.2645593457506094,-0.042097523829647286,-0.45820628444374845,-0.18491140793976102,0.9014549007011747,0.10094257122618358,-0.45975258581861667,-0.20559382306057783,0.05513872946608977,-0.29439308705155887,-0.5045293957298543,-0.49369604903347813,-0.36374027279790894,-0.4978519809415854,-0.4965267630742901,-0.5665501993550136,-0.5067554775773451,-0.5584869393152367,-0.5051148192874537,-0.5653195897988447,-0.4805473895548436,-0.1880506269977128,-0.5049766738843648,-0.5593752680819251,-0.5070090023750281,-0.5550950953854321,-0.44741594185421624,-0.46218501511762095,0.14478189628656937,-0.011076635680832668,0.4176628182123023,-0.38466941323319703,-0.573506101993145,-0.46220521761845546,-0.6207306739069098,-0.45505181300476844,-0.2194872296022514,-0.2585638794574248,-0.3439019048062543,-0.5977725488362351,0.371355844305391,0.9301825963167828,-1.0506377946132217,-0.674900965789399,-0.5969738243000556,-0.12892115620424632
2199,-0.002174158570117732,-0.002174158570117732,0.3494513951736838,-9.370372486412109e-05,0.029923723864548644,-0.02402698009374552,-0.4325561330554384,-0.5212462351662501,-0.002174158570117732,-0.002174158570117732,-0.4618796345976236,-0.5085455051111714,0.32952199687344236,0.2026837337869182,-0.529908107453696,0.1098290685034041,0.483776619135859,0.21586862498834058,-0.4655678561101158,-0.31262251001768243,-0.6674853161862062,-0.06886075470454914,-0.010824557610758144,0.2128650199773565,-0.016516397654558188,-0.015724081598936478,-0.28309329240172343,-0.04434839720141448,-0.40510945896154477,-0.09060056373620683,-0.3222727677237921,-0.2150449961105927,-0.2832071591169794,-0.0906492310074983,-0.3219471814060909,-0.06230751164584402,-0.4025720986628382,0.4252031195893093,0.4515496842985524,-0.16348872543926346,-0.20089992816078114,0.36375377639258377,-0.184650930419289,-0.33386916710155884,-0.16207804966750936,-0.19011311989542015,0.07444472126617016,0.10814385365242124,-0.18896098446152498,0.1937401570587906,-0.07862638018667091,0.023298302313752777,0.1364507408136784,-0.6383249445423467,-0.3864277355759186,-0.07938884700433357,0.4652903039067162
2200,1.6694821618636562,1.6694821618636562,0.48687006977347375,1.6358685704742704,-0.4564555338703405,1.236068276775615,-0.21424712852297123,-0.45336457641203337,1.6694821618636562,1.6694821618636562,-0.6377145440566693,-0.7525316644717334,1.072761038279622,2.7536931335451325,-0.5806124159252108,0.0740393598856893,1.2494447149552104,2.776335132066952,-0.4883715881297063,-0.11024502320116875,-0.48093920161888254,1.4830504691221467,1.626471420134033,2.1473816729980117,1.6161201515036254,1.609141105837171,0.8224980579501359,1.5179039628489206,0.3405264519829651,1.3059134221170619,0.6578127042834881,0.9435109025552295,0.9912230829656484,1.3068067406054051,0.666384693813744,1.456691360426519,0.34246706436551205,2.6994559171526498,2.7400543611171604,-0.6438173685934682,-0.5101625956842927,-1.185802462254691,-0.4603936953901768,1.123922186822257,0.1788664131247654,2.5758706574340633,1.2924880795700402,1.0387555475779275,0.01984770052617457,3.1653023638534306,2.0053020378201216,-0.5398702123514052,-0.9951812662990973,-0.9137130048508788,1.546640301937094,2.0079025352340913,2.534502802352523
2203,0.04569616707561043,0.04569616707561043,1.311382117372212,0.13400156465211413,0.029923723864548644,-0.005464670360825762,0.0040618760094959456,-0.38814494349131523,0.04569616707561043,0.04569616707561043,-0.1740148883102409,0.9133048718521037,0.701141517576532,0.2874132233036703,-0.7825199923216486,-1.3470364961530124,0.483776619135859,0.24344500093964494,-0.8136933435829911,-1.0664700585328455,1.5710680586216756,0.13931666642491175,0.10170364457541757,-0.024852008700544354,0.024809754610801534,0.028356950850969717,0.11175823030507152,0.08776791147742286,0.08629670377801253,0.1482933849314459,0.15165980476251778,0.5573256029999555,0.5067322754256705,0.14888382190569016,0.1589180897644058,0.11402543784358811,0.09418477784449843,-0.022162987934369514,-0.07086508818275274,0.2403696859689982,0.4858764783397066,-1.2285352393069067,0.03524342682399262,-0.19408095508146692,1.1752886107219065,1.080942671632812,-0.24969574267915726,-0.40770083062089313,0.17297406951715424,0.6877896193131562,0.7009402277963526,0.08320984642706745,-0.5332472077146874,-0.8441883256189562,0.33921626619819695,0.7006614381012825,-0.5173765726040567
2204,0.9376799016076784,0.9376799016076784,1.311382117372212,1.0716254800924743,0.029923723864548644,0.8591106021993985,0.2186644458300367,0.06839248695371142,0.9376799016076784,0.9376799016076784,-0.29643159742729797,0.3916792897709022,0.701141517576532,1.5283743620721015,-0.8044609309713245,-1.183443273593491,0.8666106670455345,1.5064430195093854,-0.8061303929971487,-1.018252219285674,1.5710680586216756,1.0860094256296084,1.1319003991834498,0.8895410063726509,0.9682122857727864,0.9755241785354758,1.0094634715919615,1.0775673563126102,0.8437329608147405,1.1479090723210748,1.0385912415228158,2.262977342702416,1.9438956889525736,1.1487365052370173,1.0584109052050568,1.121971578622583,0.8582588050703178,0.9967430896575833,0.8609282530930056,0.4148174021394307,0.41975825286916274,0.7089031295066351,0.3829312583913457,0.9441944856535673,1.6795022528794958,1.9005840386433182,0.43079790212531893,0.007066179031298832,0.7019560714859931,1.2908205805942201,1.5245692962305903,0.9527831152717496,-1.1263109345424136,0.05618923787980907,1.2760107766852722,1.5245030286003685,-0.0778369472689919
2205,0.7137940708953499,0.7137940708953499,1.173963442772422,0.8031369538532356,-0.21326590500289627,0.5142800021609275,-1.312093090195582,-1.409031850638066,0.7137940708953499,0.7137940708953499,-0.5724256325275722,-0.4959255313511423,0.701141517576532,1.1777246285335428,-0.978423829286583,-0.929844249163677,0.10094257122618358,1.0017953396005153,-0.8391201749196965,-0.9167771466657355,0.07869914208308844,0.6783616237981546,0.6399883622164717,-0.0352285456666432,0.624672799149704,0.6207038100908686,0.3570584416061285,0.5993737564541735,0.1673497683711928,0.48048000429775306,0.26718729953851483,0.8871922130367521,0.7091905798307289,0.48102912876053927,0.27628988969540685,0.6087784847303701,0.1754333550941927,0.056083555586882286,-0.00805086822821471,-0.23756926244314577,1.703731534587466,0.12050566086458563,1.0405147659209046,1.24374065426805,1.9724263687996193,2.1415830674508847,0.21336206295702476,-0.3345066524469769,0.01984770052617457,0.18647472379034405,1.4709034790143678,0.5197082392526454,-1.2872428001137566,0.7916563135481658,1.7072336465920213,1.4728010357809813,0.17369037297639808
2206,0.3443333524501146,0.3443333524501146,0.0746140459741039,0.2972998025867454,2.461820012538996,1.1047042386657215,0.9640284663984433,0.9468610120082817,0.3443333524501146,0.3443333524501146,-0.09462950724645236,0.26547955217061153,0.32952199687344236,0.5637617121890773,0.8668709678604607,-0.27594383032648534,0.10094257122618358,0.5550580491893844,0.958124084931606,-0.3798526089205084,0.8248836003523831,0.38121408048256666,0.3067644893910572,0.39484746752674155,0.371771959366291,0.37563882389110026,0.4019494671530143,0.4165260113800981,0.33530876654795216,0.45998797258359775,0.438298990305612,0.7343271986294561,1.021179696607487,0.4601688929212526,0.45063722012282514,0.41910942981736754,0.34430889052248226,-0.1786560749768731,-0.2317691501590954,1.2488208671186218,0.9252427508213851,0.8495925801093152,0.04602118971879379,-0.29392967795296115,-0.3397533330944694,-0.06900193282968867,0.11873720702267453,-0.09749693264572434,-0.18896098446152498,0.033900625152966435,-0.0989629003949237,0.4033086678324917,-0.5119599239089542,-0.5601554685250006,-0.41616724384534953,-0.09916556556912645,0.07807942372687006
2207,0.9326473801936404,0.9326473801936404,0.3494513951736838,0.9001325313125831,1.245871868201772,1.4581020585809246,-0.025960245157108198,0.089688693621701,0.9326473801936404,0.9326473801936404,-0.32685029484426364,0.20658634129047584,0.32952199687344236,1.2037952406925434,-0.16333433228593375,-0.33665640534135466,0.10094257122618358,1.1741476892961678,-0.17547604768961572,-0.3622147294809255,0.2652452566504121,0.9167762216848223,0.8993988396570034,1.1195542424545086,0.9595921067726499,0.9610860432692746,0.723427422762063,0.9563330173741411,0.49582293107040015,0.9417304725304069,0.6998866695014746,0.5653711300740236,0.7843938714657953,0.9412131245599756,0.7026977574263099,0.9423457635964668,0.49677658993737617,0.5833972184474923,0.517142706234374,0.2403696859689982,0.11049558534565118,1.2072330526693988,0.9817269683128981,0.6845878061876823,-0.12126075482618069,0.449696484502333,0.5234094632525553,0.007066179031298832,-0.18896098446152498,0.048431491689859545,0.3230198939263216,0.054109953572028704,-1.4443429546000672,0.08944972720677731,0.05371698681165968,0.3232086380646642,0.9522241974546855
2208,-0.13436990400716703,-0.13436990400716703,0.0746140459741039,-0.1543032623583891,1.7322511259366618,0.2415568360849526,0.6393447856336874,0.7651777488719955,-0.13436990400716703,-0.13436990400716703,-0.39733264251772077,-0.2897992932706675,-0.042097523829647286,-0.082789469354139,0.5117588770619322,0.16888799361514467,0.10094257122618358,-0.07781977889305103,0.6131769513758188,-0.25799089642884426,0.2652452566504121,-0.1402584862097863,-0.15557964567822993,-0.13978001661294218,-0.13833980970060325,-0.13774549026461883,-0.21290064279278414,-0.1373815751225911,-0.25043157245656456,-0.13320241914195077,-0.2089207391624324,-0.11849867122177415,-0.09038678946167374,-0.13344868040189684,-0.20799856344243844,-0.14380593367877484,-0.24742964243924823,-0.27901577210195694,-0.2581592534750198,0.8019479503532673,0.500806400220152,0.5307403205658582,-0.5119030037705254,-0.573506101993145,-0.3901746973102284,-0.3540413932975213,-0.14701770751635168,-0.24039985193765603,-0.18896098446152498,-0.23492040577955603,-0.3610780497457374,0.6052961594145244,0.5140871555273849,-0.06329943633227277,-0.42806304715312193,-0.3613483488280948,-0.17224702823609836
2209,0.10142213590422731,0.10142213590422731,0.21203272057389386,0.07932049410283522,1.4890614970692169,0.4693020978080835,-0.4774039930697483,-0.42275127932679835,0.10142213590422731,0.10142213590422731,-0.6132312022332578,-0.6052986372713942,-0.042097523829647286,0.12447189730991623,1.345496352599827,-0.5668680954269194,-0.2818914766834924,0.09591138960016654,1.494155387719562,-0.6863393971044307,-0.29439308705155887,0.048288516501383216,0.08330347540886898,0.1040686020903807,0.10518024705324959,0.10284750713588366,-0.09829992573080878,0.0704487202004987,-0.2026941526125768,0.035407455839432424,-0.12100916308277036,-0.16677183366618342,-0.15575702802733696,0.035591161744046966,-0.12143643529285765,0.05360135524543536,-0.19962670352477685,0.040774449245767806,0.006825171836673585,0.30011205452051615,0.14248827508946274,2.3518140503295197,0.22392426295635653,-0.31389942252726,-0.2293065352885213,-0.059215170238518446,0.04021870954523497,-0.003390132136403486,-0.18896098446152498,-0.1622660730950905,-0.09048935030815171,0.25438568675082357,-0.7478230284764777,-0.0486472383908771,-0.24962599753653616,-0.09068982904135807,0.003443640476972082
2210,1.1722444972717465,1.1722444972717465,0.21203272057389386,1.1017224181059737,1.0026822393343275,1.5273537525845098,-0.46072503686607935,-0.820058634976479,1.1722444972717465,1.1722444972717465,-0.3713654617959208,-0.323452556630745,-0.042097523829647286,1.2090093631243435,-0.24673173093445336,-0.34492465485699836,-0.2818914766834924,1.1810417832839937,-0.18654284626839265,-0.6802692178167821,-0.10784697248423522,1.1021570278769126,1.1154146984850968,1.1568940535067582,1.165081962055313,1.1624533103447883,0.8905689308121281,1.111745937328133,0.658200675849126,1.097038502364005,0.8663517025593526,0.5653711300740236,0.42098471744422267,1.0980245525932342,0.8609119791721441,1.0873964904874003,0.6558055716130378,0.6718498328628204,0.7167662258295207,0.0014002117629262028,-0.004678097732070359,-1.7603939567721782,0.02362583824907707,0.8842852519306709,-0.027621078425485508,0.2649713405939951,0.4589840294249126,0.38697881812448304,-0.18896098446152498,0.33904882242772166,0.32923383065662104,0.007892476684614812,-1.2582920941379594,-0.3451344637350189,0.3481381186790262,0.32772903087947397,1.0059648725904482
2211,0.1923757546311108,0.1923757546311108,0.48687006977347375,0.20522105163455368,1.0026822393343275,0.4364610882806101,-0.4636901846356205,-0.3814898789075685,0.1923757546311108,0.1923757546311108,-0.39807456196691504,0.14769313041034018,-0.41371704453273744,0.1427213258212167,-0.1551292217295458,-0.46776721908941876,-0.2818914766834924,0.12073012795634047,-0.07995310978387518,-0.4701035764425304,0.07869914208308844,0.17620285587218504,0.16371115107309284,0.2292945368403463,0.2133127865696663,0.21630825152868569,0.0382233628491371,0.21666560938798224,-0.08883180018408977,0.23583390637700413,0.039931094292547896,0.058502924407726455,-0.06911224085890945,0.23646084650683338,0.038383742223751884,0.21379926360511553,-0.08858687989567712,-0.02896703519708706,-0.07457647544739507,0.35746472832997345,0.10836273936273041,0.6983842920783975,-0.1588962762291147,-0.25399018880436347,-0.37096655856136784,-0.3662748465364841,0.08652449010885317,0.5124545521369108,-0.2585638794574248,0.1792092905218975,-0.14472007086349248,0.18363300608367075,-0.7437074869407028,-0.9727735727196544,-0.35074032565260144,-0.14521706737000128,0.4093516759146425
2212,0.07957362830181805,0.07957362830181805,0.8991260935728421,0.12893574340231717,0.5163029815994378,0.19943467169101928,-1.0422646431673375,-1.4096973570964406,0.07957362830181805,0.07957362830181805,-0.42478366213790936,0.21499965713049524,-0.41371704453273744,-0.018916469564587392,6.816176495184873,0.0639993426166934,-0.6647255245931678,-0.03645521496609447,7.828921091841807,-0.3520214095450626,0.45179137121773577,0.09356512672421653,0.04937483977806553,0.07883475083191305,0.06917832299385646,0.07001033223841731,-0.08499519846280204,0.07887841506979806,-0.19525582888716358,0.09868109762349093,-0.08545942052495027,-0.05413445462922848,-0.139809197881266,0.0988911877391238,-0.08638710750201437,0.07977963626207375,-0.19044952782822167,0.0543825437712029,-0.02260743946113061,0.32400900194112336,0.0742372036359981,1.2933560341130956,-0.48964762324749445,-0.23402044423006463,-0.35896147184333,-0.35893477459310646,0.014045877052755115,0.7668914572176673,-0.18896098446152498,0.01936975861607333,-0.1249484539943578,0.2766385459929123,-0.5153658893178715,-0.6359805928717235,-0.32694871903705663,-0.12657044700891085,0.2469942841312467
2213,0.5421973651191243,0.5421973651191243,0.8991260935728421,0.5926073825013797,0.7594926104668828,0.7748662734115319,-0.7383369967893695,-0.9964178464457677,0.5421973651191243,0.5421973651191243,-0.2563679471708066,0.6777320283315611,-0.7853365652358271,0.2887167539116204,-0.2576294276601216,-0.21452254821027514,-0.6647255245931678,0.29997657163981895,-0.19303358107497634,-0.4105471004127697,0.6383374857850594,0.5751436172761709,0.5258647696401328,0.5566271120436462,0.5402457518836624,0.5431467472007437,0.43131506728035285,0.5615167631320471,0.2775664665590881,0.6303953942065735,0.45504706778416315,0.2837776824816363,0.09488470680704739,0.6301078831637174,0.4503247914404076,0.5776609054087056,0.28522389175994883,0.06118659103392045,-0.008990320855339037,0.4745597706909487,0.3045845697914412,0.8929827845007958,-0.4337992155198882,0.12543495810731464,-0.37336757590497544,-0.4176553501401278,0.20530888372856942,0.8575128206710874,-0.18896098446152498,-0.016957407726159435,-0.09161915698638796,0.45123790312314344,0.5051464963289771,-0.3213979030699579,-0.15743352190130017,-0.09238497634691174,0.7490882299960894
2214,-0.7655217359823829,-0.7655217359823829,0.7617074189730522,-0.7252511161590343,0.029923723864548644,-0.7465291896981608,-0.7635407528304693,-0.8673095935210808,-0.7655217359823829,-0.7655217359823829,-0.13988659364730377,0.7955184500918324,-0.7853365652358271,-0.8284089771015578,-0.46157463683331207,-0.6343133879045272,-0.6647255245931678,-0.8347912987563562,-0.41436955265051467,-0.4706762348658935,0.6383374857850594,-0.7478515982210949,-0.7493839488969625,-0.7429555328317031,-0.7641901585781522,-0.7624184399677822,-0.7565704068150664,-0.7542819723758628,-0.6969622558950326,-0.7319652054564363,-0.7385255809829377,-0.8506416349619812,-0.8415717813442878,-0.7317418238269554,-0.7417375306957888,-0.746235683615126,-0.6936907392507201,-0.7127737851002006,-0.7071330035652571,-0.005768872463255957,-0.004678097732070359,-0.3765094076196484,-0.38466941323319703,-0.8730522706076277,-0.498220477772569,-0.6770045588061386,-0.7449662652291607,-0.578487246360031,-0.2585638794574248,-0.6490501020810096,-0.7898396841364003,0.01987478550727775,0.2079760144009419,-0.16190872847786578,-0.7641194905976918,-0.7919157644387282,-0.6481911575025127
2216,1.1845189397450102,1.1845189397450102,0.8991260935728421,1.230751865233155,0.029923723864548644,1.0761468390766142,0.1026530393467392,-0.07469140159684359,1.1845189397450102,1.1845189397450102,-0.4670730707419836,-0.31924589871073533,0.32952199687344236,1.6613344840830049,-0.6476541729103319,-0.8944088940966327,0.10094257122618358,1.5174735698899071,-0.543686434313247,-0.7477283800889533,0.2652452566504121,1.1482251872295157,1.2178387615335724,1.003447082614145,1.2084363917324694,1.2092175360742539,0.7815990243601406,1.1756583511553664,0.46635850646296767,0.969053181482614,0.6394457804403411,0.8791466859626839,0.7881105136926959,0.9701656932679511,0.6438993406980372,1.1660959768141497,0.46760550977254584,0.4235021077736299,0.38441645450299805,-0.33315705212557456,-0.10492185892934652,-0.18322576987577963,-0.38466941323319703,0.5647693387418893,0.6686739512207094,2.5770940027579594,0.3885187111759284,-0.1288658661488313,0.270418122511414,1.4433946792315977,1.5595933032559146,0.4306968022842933,-0.79550654420132,-0.8123930560861277,0.9221106282790438,1.5595360729151444,0.9717728774945905
2217,1.1199553723356435,1.1199553723356435,0.7617074189730522,1.1410570301632208,0.5163029815994378,1.317456865604571,0.18419460300912083,-0.22443035473114534,1.1199553723356435,1.1199553723356435,-0.3609785895072008,0.10983320913025299,-0.41371704453273744,1.1164586899598912,-0.5516489214556551,-0.5669862132771429,-0.2818914766834924,1.06384218549095,-0.5347832140033313,-0.6771768623306214,0.45179137121773577,1.1251119526402371,1.0353261008989056,0.8119528095125027,1.1359254742607339,1.1357491486577436,0.8754727739832225,1.1304445332200335,0.6181973711370766,1.0050041143144655,0.7789878135689393,0.8550101047404792,0.7060599343993565,1.0054122986515734,0.7799822716505721,1.1334966080009772,0.6218041596783188,0.2993282452290346,0.2785527793386149,-0.41679636809769977,-0.2307597719216719,-0.7052230772520783,-0.17261342900431625,0.5447995941675904,0.6110495349741277,2.3838054415823478,0.6019279607299949,-0.14629305142833518,0.01984770052617457,0.7023204858500494,1.442658312058461,0.1311390817177192,-1.4779768630131256,-0.5430123969335677,0.9964593989526213,1.4442660561374945,0.5486887866234964
2218,0.2521522894759047,0.2521522894759047,0.7617074189730522,0.2926809655648717,0.5163029815994378,0.36935119924620785,-0.6571660765981805,-0.5871313745453429,0.2521522894759047,0.2521522894759047,-0.6169407994792292,-0.43703232047100665,-0.042097523829647286,0.3369473864057716,0.009355045543854284,-0.8788173378671331,-0.2818914766834924,0.28480956486660153,0.2153274571398231,-0.7436052394407391,-0.10784697248423522,0.2148304534049519,0.2218897206343765,0.1478544436821766,0.24297634371719443,0.24326795543283122,-0.013632586446655602,0.20225849452045241,-0.15768789306126718,0.13966516105180155,-0.06499984937088643,0.08263950562993108,-0.12078539511049499,0.13989234094048036,-0.06577830617687487,0.20655495942441057,-0.155012275426347,-0.06979131877339236,-0.04103334686529601,-0.3498849153199996,-0.2734166915800873,-0.06357399412957511,1.924851207081346,0.08549546895871694,-0.20769737919605316,0.93047119679357,0.18920252527165876,-0.4355843270680993,-0.18896098446152498,0.17194385725345093,0.3693419677340085,-0.23004194136540607,-0.9347253802908149,-0.3671127606471124,-0.07118894791995037,0.369260139865539,-0.1616648313716077
2219,-0.0652647928826928,-0.0652647928826928,-0.200223303225476,-0.11392568710265454,1.975440754804106,0.37006513423593557,0.43771473730488913,0.2301105563387573,-0.0652647928826928,-0.0652647928826928,0.2644595061635817,0.799725108011842,-0.042097523829647286,0.017582387458013528,0.11616702797523708,-0.09935764424238103,0.10094257122618358,0.010424624151122972,0.06875938945723262,-0.38466293967675835,0.6383374857850594,-0.03941512707711209,-0.09421029533661993,-0.06738008823584342,-0.04022188990493324,-0.03897842335511888,0.023577570881901978,-0.014461297210262182,0.037475899064595565,0.006646709573951281,0.048081159612961,0.08263950562993108,0.06684082451582232,0.006998252274679875,0.04910847816695988,-0.019664902945785268,0.04040278982113569,-0.41339570554062854,-0.4352361847129332,-0.032055514625923875,0.315248799706045,-0.9169146804953632,-0.2655541376036409,0.045555979810119246,-0.3181441770020013,0.15364691611943385,-0.05641944119622911,-0.34147752655877844,-0.18896098446152498,-0.3439019048062543,-0.10743645048169569,0.14654490734685716,-0.30206730558442507,-0.1504800140835771,-0.10687635784326753,-0.10848887574967166,-0.018164710617025685
2220,1.542932659964308,1.542932659964308,0.3494513951736838,1.4700374219147407,1.245871868201772,2.147049323668139,-0.7724361961390928,-1.0150520272802586,1.542932659964308,1.542932659964308,-0.811323695168132,-1.3835303524731868,-0.41371704453273744,1.5466237905834022,1.441938239649522,-0.8210577091078509,-0.6647255245931678,1.3754552337406896,1.9560889214766066,-0.8130114403523447,-1.0405775453208534,1.2615750226125528,1.427260340082325,1.1899103074898,1.4822538423250369,1.4701261397342784,0.7540249317259913,1.2628673762577545,0.3788265167405586,0.9624022589087214,0.5478037919232912,0.2515955741853635,0.15186018972536988,0.9620733603992624,0.5418503493203799,1.2245443400902918,0.3744341750309686,0.6769528683098586,0.6996843949471445,-0.16587842018132418,-0.04520217140756498,-0.4606601070455505,0.005429615179932171,0.5847390833161881,1.004816379325769,2.2015269883218025,1.0750522404017462,0.08026035720521506,0.01984770052617457,1.08012301580927,1.654497064227761,0.4306968022842933,-1.325559910964076,0.37597345795077003,1.7488689581692247,1.653899272924299,0.5942271674908404
